Imgs;Steering
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_08_812.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_08_917.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_09_019.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_09_118.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_09_220.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_09_318.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_09_418.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_09_517.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_09_618.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_09_719.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_09_836.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_09_932.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_10_016.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_10_110.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_10_229.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_10_317.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_10_422.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_10_522.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_10_621.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_10_711.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_10_801.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_10_901.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_11_008.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_11_100.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_11_197.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_11_303.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_11_398.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_11_496.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_11_600.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_11_697.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_11_797.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_11_898.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_12_002.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_12_102.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_12_195.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_12_293.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_12_393.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_12_493.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_12_593.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_12_693.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_12_793.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_12_892.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_12_991.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_13_092.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_13_194.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_13_293.jpg;-0.25
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_13_393.jpg;-0.5000001
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_13_495.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_13_596.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_13_696.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_13_793.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_13_887.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_13_984.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_14_079.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_14_173.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_14_267.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_14_360.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_14_454.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_14_542.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_14_647.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_14_746.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_14_843.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_14_936.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_15_034.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_15_125.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_15_212.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_15_309.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_15_404.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_15_500.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_15_597.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_15_693.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_15_795.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_15_888.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_15_985.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_16_081.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_16_175.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_16_276.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_16_374.jpg;-0.25
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_16_469.jpg;-0.5000001
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_16_568.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_16_665.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_16_761.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_16_859.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_16_951.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_17_051.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_17_141.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_17_235.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_17_329.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_17_423.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_17_519.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_17_613.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_17_708.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_17_796.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_17_888.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_17_981.jpg;-0.2
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_18_072.jpg;-0.45
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_18_165.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_18_257.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_18_352.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_18_443.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_18_535.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_18_617.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_18_713.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_18_801.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_18_894.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_18_986.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_19_075.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_19_178.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_19_271.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_19_362.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_19_454.jpg;-0.25
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_19_546.jpg;-0.45
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_19_628.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_19_720.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_19_811.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_19_900.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_19_992.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_20_074.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_20_162.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_20_253.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_20_340.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_20_428.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_20_514.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_20_603.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_20_686.jpg;-0.2
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_20_774.jpg;-0.45
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_20_864.jpg;-0.6500001
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_20_953.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_21_042.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_21_127.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_21_215.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_21_300.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_21_384.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_21_469.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_21_550.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_21_633.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_21_720.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_21_806.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_21_891.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_21_968.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_22_054.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_22_133.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_22_217.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_22_300.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_22_379.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_22_460.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_22_542.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_22_621.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_22_705.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_22_784.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_22_867.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_22_946.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_23_026.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_23_107.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_23_189.jpg;-0.25
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_23_267.jpg;-0.4
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_23_347.jpg;-0.6500001
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_23_428.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_23_507.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_23_584.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_23_663.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_23_744.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_23_818.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_23_894.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_23_973.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_24_053.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_24_127.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_24_205.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_24_281.jpg;-0.2
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_24_359.jpg;-0.4
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_24_436.jpg;-0.6000001
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_24_510.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_24_588.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_24_661.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_24_736.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_24_812.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_24_887.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_24_961.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_25_037.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_25_109.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_25_180.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_25_257.jpg;-0.2
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_25_330.jpg;-0.4
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_25_400.jpg;-0.5500001
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_25_475.jpg;-0.7500002
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_25_550.jpg;-0.9500002
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_25_622.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_25_697.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_25_769.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_25_840.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_25_914.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_25_986.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_26_060.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_26_135.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_26_207.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_26_279.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_26_350.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_26_424.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_26_493.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_26_565.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_26_639.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_26_712.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_26_783.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_26_855.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_26_926.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_26_996.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_27_069.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_27_143.jpg;-0.15
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_27_213.jpg;-0.35
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_27_284.jpg;-0.5000001
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_27_357.jpg;-0.7
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_27_429.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_27_503.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_27_577.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_27_656.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_27_726.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_27_801.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_27_879.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_27_954.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_28_030.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_28_106.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_28_181.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_28_260.jpg;-0.2
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_28_332.jpg;-0.4
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_28_408.jpg;-0.6000001
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_28_488.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_28_565.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_28_642.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_28_727.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_28_805.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_28_884.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_28_964.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_29_047.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_29_126.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_29_203.jpg;-0.2
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_29_281.jpg;-0.4
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_29_356.jpg;-0.6000001
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_29_429.jpg;-0.8000001
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_29_513.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_29_591.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_29_673.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_29_751.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_29_829.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_29_913.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_29_992.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_30_074.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_30_149.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_30_230.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_30_307.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_30_383.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_30_464.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_30_544.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_30_620.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_30_700.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_30_778.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_30_854.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_30_930.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_31_010.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_31_085.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_31_164.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_31_240.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_31_312.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_31_385.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_31_461.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_31_541.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_31_617.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_31_696.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_31_774.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_31_853.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_31_931.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_32_008.jpg;-0.2
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_32_089.jpg;-0.4
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_32_166.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_32_245.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_32_322.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_32_401.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_32_483.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_32_562.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_32_642.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_32_722.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_32_800.jpg;0
C:\Users\Tune and Tones\Documents\traindata\IMG\center_2026_08_02_18_58_32_880.jpg;0
